"x","y","omega_nondim","k_nondim"
 7.500000000E-01, 6.398784369E-02, 2.928688936E-08, 8.765928261E-11
 7.500000000E-01, 6.427282095E-02, 2.906965868E-08, 8.730908357E-11
 7.500000000E-01, 6.456360221E-02, 2.885799155E-08, 8.697140230E-11
 7.500000000E-01, 6.486030668E-02, 2.865131776E-08, 8.664557266E-11
 7.500000000E-01, 6.516305357E-02, 2.844907776E-08, 8.633084525E-11
 7.500000000E-01, 6.547196954E-02, 2.825072798E-08, 8.602645679E-11
 7.500000000E-01, 6.578718126E-02, 2.805576038E-08, 8.573157462E-11
 7.500000000E-01, 6.610881537E-02, 2.786367936E-08, 8.544535912E-11
 7.500000000E-01, 6.643699855E-02, 2.767402307E-08, 8.516694988E-11
 7.500000000E-01, 6.677187234E-02, 2.748636163E-08, 8.489549341E-11
 7.500000000E-01, 6.711356342E-02, 2.730029891E-08, 8.463015705E-11
 7.500000000E-01, 6.746221334E-02, 2.711545832E-08, 8.437013588E-11
 7.500000000E-01, 6.781797111E-02, 2.693150414E-08, 8.411466662E-11
 7.500000000E-01, 6.818097830E-02, 2.674812905E-08, 8.386303457E-11
 7.500000000E-01, 6.855138391E-02, 2.656505949E-08, 8.361458748E-11
 7.500000000E-01, 6.892932951E-02, 2.638205032E-08, 8.336872859E-11
 7.500000000E-01, 6.931497902E-02, 2.619888484E-08, 8.312492361E-11
 7.500000000E-01, 6.970848143E-02, 2.601537474E-08, 8.288270070E-11
 7.500000000E-01, 7.011000067E-02, 2.583135839E-08, 8.264163659E-11
 7.500000000E-01, 7.051970065E-02, 2.564669721E-08, 8.240137045E-11
 7.500000000E-01, 7.093774527E-02, 2.546126865E-08, 8.216159003E-11
 7.500000000E-01, 7.136431336E-02, 2.527497678E-08, 8.192201778E-11
 7.500000000E-01, 7.179956883E-02, 2.508773989E-08, 8.168243859E-11
 7.500000000E-01, 7.224369049E-02, 2.489949047E-08, 8.144263736E-11
 7.500000000E-01, 7.269686460E-02, 2.471017702E-08, 8.120246142E-11
 7.500000000E-01, 7.315926254E-02, 2.451976044E-08, 8.096177201E-11
 7.500000000E-01, 7.363108546E-02, 2.432821233E-08, 8.072045810E-11
 7.500000000E-01, 7.411251962E-02, 2.413551492E-08, 8.047843642E-11
 7.500000000E-01, 7.460376620E-02, 2.394165399E-08, 8.023563064E-11
 7.500000000E-01, 7.510501891E-02, 2.374663133E-08, 7.999198526E-11
 7.500000000E-01, 7.561648637E-02, 2.355044870E-08, 7.974747251E-11
 7.500000000E-01, 7.613836974E-02, 2.335311855E-08, 7.950205078E-11
 7.500000000E-01, 7.667088509E-02, 2.315465686E-08, 7.925570616E-11
 7.500000000E-01, 7.721424848E-02, 2.295508317E-08, 7.900843868E-11
 7.500000000E-01, 7.776868343E-02, 2.275442590E-08, 7.876023445E-11
 7.500000000E-01, 7.833441347E-02, 2.255271525E-08, 7.851110734E-11
 7.500000000E-01, 7.891167700E-02, 2.234998320E-08, 7.826107123E-11
 7.500000000E-01, 7.950069010E-02, 2.214626704E-08, 7.801014695E-11
 7.500000000E-01, 8.010170609E-02, 2.194160942E-08, 7.775834837E-11
 7.500000000E-01, 8.071497083E-02, 2.173605296E-08, 7.750571018E-11
 7.500000000E-01, 8.134072274E-02, 2.152964562E-08, 7.725225321E-11
 7.500000000E-01, 8.197923005E-02, 2.132243360E-08, 7.699801907E-11
 7.500000000E-01, 8.263073862E-02, 2.111447195E-08, 7.674304248E-11
 7.500000000E-01, 8.329552412E-02, 2.090581042E-08, 7.648735117E-11
 7.500000000E-01, 8.397385478E-02, 2.069650940E-08, 7.623100068E-11
 7.500000000E-01, 8.466600627E-02, 2.048662573E-08, 7.597401874E-11
 7.500000000E-01, 8.537225425E-02, 2.027621981E-08, 7.571646088E-11
 7.500000000E-01, 8.609288931E-02, 2.006535382E-08, 7.545836178E-11
 7.500000000E-01, 8.682820946E-02, 1.985408993E-08, 7.519977002E-11
 7.500000000E-01, 8.757851273E-02, 1.964249741E-08, 7.494073417E-11
 7.500000000E-01, 8.834409714E-02, 1.943064021E-08, 7.468129587E-11
 7.500000000E-01, 8.912528306E-02, 1.921858939E-08, 7.442150368E-11
 7.500000000E-01, 8.992238343E-02, 1.900641422E-08, 7.416140618E-11
 7.500000000E-01, 9.073571861E-02, 1.879418399E-08, 7.390105888E-11
 7.500000000E-01, 9.156563133E-02, 1.858197507E-08, 7.364049648E-11
 7.500000000E-01, 9.241244197E-02, 1.836986208E-08, 7.337978142E-11
 7.500000000E-01, 9.327650815E-02, 1.815791784E-08, 7.311894840E-11
 7.500000000E-01, 9.415818006E-02, 1.794621873E-08, 7.285805292E-11
 7.500000000E-01, 9.505781531E-02, 1.773484115E-08, 7.259714357E-11
 7.500000000E-01, 9.597577900E-02, 1.752386680E-08, 7.233625504E-11
 7.500000000E-01, 9.691244364E-02, 1.731337029E-08, 7.207544978E-11
 7.500000000E-01, 9.786818922E-02, 1.710343334E-08, 7.181476247E-11
 7.500000000E-01, 9.884340316E-02, 1.689413409E-08, 7.155424170E-11
 7.500000000E-01, 9.983849525E-02, 1.668555250E-08, 7.129392215E-11
 7.500000000E-01, 1.008538529E-01, 1.647777204E-08, 7.103385241E-11
 7.500000000E-01, 1.018898934E-01, 1.627087087E-08, 7.077407410E-11
 7.500000000E-01, 1.029470488E-01, 1.606492894E-08, 7.051461498E-11
 7.500000000E-01, 1.040257365E-01, 1.586003151E-08, 7.025552362E-11
 7.500000000E-01, 1.051264033E-01, 1.565625496E-08, 6.999683472E-11
 7.500000000E-01, 1.062494889E-01, 1.545368100E-08, 6.973856909E-11
 7.500000000E-01, 1.073954627E-01, 1.525238957E-08, 6.948077530E-11
 7.500000000E-01, 1.085647792E-01, 1.505246239E-08, 6.922346724E-11
 7.500000000E-01, 1.097579151E-01, 1.485397672E-08, 6.896667959E-11
 7.500000000E-01, 1.109753624E-01, 1.465701072E-08, 6.871044012E-11
 7.500000000E-01, 1.122176126E-01, 1.446164255E-08, 6.845476269E-11
 7.500000000E-01, 1.134851724E-01, 1.426794771E-08, 6.819966814E-11
 7.500000000E-01, 1.147785485E-01, 1.407600347E-08, 6.794517032E-11
 7.500000000E-01, 1.160982847E-01, 1.388588267E-08, 6.769128313E-11
 7.500000000E-01, 1.174449027E-01, 1.369765901E-08, 6.743801351E-11
 7.500000000E-01, 1.188189536E-01, 1.351140355E-08, 6.718537532E-11
 7.500000000E-01, 1.202210039E-01, 1.332718558E-08, 6.693336857E-11
 7.500000000E-01, 1.216516122E-01, 1.314507436E-08, 6.668199326E-11
 7.500000000E-01, 1.231113747E-01, 1.296513563E-08, 6.643124245E-11
 7.500000000E-01, 1.246008649E-01, 1.278743333E-08, 6.618110920E-11
 7.500000000E-01, 1.261207163E-01, 1.261203142E-08, 6.593157964E-11
 7.500000000E-01, 1.276715100E-01, 1.243898851E-08, 6.568263988E-11
 7.500000000E-01, 1.292539090E-01, 1.226836321E-08, 6.543426218E-11
 7.500000000E-01, 1.308685541E-01, 1.210021150E-08, 6.518642570E-11
 7.500000000E-01, 1.325160861E-01, 1.193458576E-08, 6.493909577E-11
 7.500000000E-01, 1.341971904E-01, 1.177153663E-08, 6.469223074E-11
 7.500000000E-01, 1.359125376E-01, 1.161111296E-08, 6.444579592E-11
 7.500000000E-01, 1.376628280E-01, 1.145336004E-08, 6.419974274E-11
 7.500000000E-01, 1.394487768E-01, 1.129831873E-08, 6.395400876E-11
 7.500000000E-01, 1.412711143E-01, 1.114602988E-08, 6.370853844E-11
 7.500000000E-01, 1.431305856E-01, 1.099652902E-08, 6.346326242E-11
 7.500000000E-01, 1.450279355E-01, 1.084985080E-08, 6.321811130E-11
 7.500000000E-01, 1.469639242E-01, 1.070602451E-08, 6.297300181E-11
 7.500000000E-01, 1.489393711E-01, 1.056507859E-08, 6.272785069E-11
 7.500000000E-01, 1.509550661E-01, 1.042703701E-08, 6.248256773E-11
 7.500000000E-01, 1.530118138E-01, 1.029192109E-08, 6.223704885E-11
 7.500000000E-01, 1.551104784E-01, 1.015974771E-08, 6.199119690E-11
 7.500000000E-01, 1.572518945E-01, 1.003053285E-08, 6.174488004E-11
 7.500000000E-01, 1.594369262E-01, 9.904286280E-09, 6.149797338E-11
 7.500000000E-01, 1.616664827E-01, 9.781017773E-09, 6.125033813E-11
 7.500000000E-01, 1.639414728E-01, 9.660730882E-09, 6.100182165E-11
 7.500000000E-01, 1.662627906E-01, 9.543427382E-09, 6.075226433E-11
 7.500000000E-01, 1.686314195E-01, 9.429107273E-09, 6.050149964E-11
 7.500000000E-01, 1.710482836E-01, 9.317764338E-09, 6.024934718E-11
 7.500000000E-01, 1.735143960E-01, 9.209391472E-09, 5.999561958E-11
 7.500000000E-01, 1.760307550E-01, 9.103977128E-09, 5.974010175E-11
 7.500000000E-01, 1.785983741E-01, 9.001508872E-09, 5.948257858E-11
 7.500000000E-01, 1.812183112E-01, 8.901968052E-09, 5.922281415E-11
 7.500000000E-01, 1.838916242E-01, 8.805336016E-09, 5.896054478E-11
 7.500000000E-01, 1.866193861E-01, 8.711589672E-09, 5.869548597E-11
 7.500000000E-01, 1.894027293E-01, 8.620704151E-09, 5.842733936E-11
 7.500000000E-01, 1.922427863E-01, 8.532651030E-09, 5.815577186E-11
 7.500000000E-01, 1.951406896E-01, 8.447400113E-09, 5.788042615E-11
 7.500000000E-01, 1.980976462E-01, 8.364917647E-09, 5.760091015E-11
 7.500000000E-01, 2.011148334E-01, 8.285168995E-09, 5.731678326E-11
 7.500000000E-01, 2.041934878E-01, 8.208115965E-09, 5.702757364E-11
 7.500000000E-01, 2.073348761E-01, 8.133719476E-09, 5.673274697E-11
 7.500000000E-01, 2.105402499E-01, 8.061936896E-09, 5.643170306E-11
 7.500000000E-01, 2.138109356E-01, 7.992725592E-09, 5.612377230E-11
 7.500000000E-01, 2.171482444E-01, 7.926037604E-09, 5.580818446E-11
 7.500000000E-01, 2.205535620E-01, 7.861828522E-09, 5.548404791E-11
 7.500000000E-01, 2.240282446E-01, 7.800048607E-09, 5.515031487E-11
 7.500000000E-01, 2.275737077E-01, 7.740648122E-09, 5.480573634E-11
 7.500000000E-01, 2.311914265E-01, 7.683574665E-09, 5.444875453E-11
 7.500000000E-01, 2.348828316E-01, 7.628775833E-09, 5.407737452E-11
 7.500000000E-01, 2.386494428E-01, 7.576200112E-09, 5.368890749E-11
 7.500000000E-01, 2.424927950E-01, 7.525790657E-09, 5.327943295E-11
 7.500000000E-01, 2.464144379E-01, 7.477494179E-09, 5.284255325E-11
 7.500000000E-01, 2.504159808E-01, 7.431253835E-09, 5.236458489E-11
 7.500000000E-01, 2.544990480E-01, 7.387014112E-09, 5.177705487E-11
 7.500000000E-01, 2.586653233E-01, 7.344718167E-09, 5.112348739E-11
 7.500000000E-01, 2.629164457E-01, 7.304309602E-09, 5.049837631E-11
 7.500000000E-01, 2.672542036E-01, 7.265730684E-09, 4.990574273E-11
 7.500000000E-01, 2.716802955E-01, 7.228925458E-09, 4.934416417E-11
 7.500000000E-01, 2.761965990E-01, 7.193836193E-09, 4.881224244E-11
 7.500000000E-01, 2.808049023E-01, 7.160407378E-09, 4.830862793E-11
 7.500000000E-01, 2.855070829E-01, 7.128582169E-09, 4.783203347E-11
 7.500000000E-01, 2.903050482E-01, 7.098304611E-09, 4.738120313E-11
 7.500000000E-01, 2.952007949E-01, 7.069519636E-09, 4.695493994E-11
 7.500000000E-01, 3.001962602E-01, 7.042172623E-09, 4.655209204E-11
 7.500000000E-01, 3.052935004E-01, 7.016209391E-09, 4.617154228E-11
 7.500000000E-01, 3.104945719E-01, 6.991577095E-09, 4.581222901E-11
 7.500000000E-01, 3.158016503E-01, 6.968222888E-09, 4.547312180E-11
 7.500000000E-01, 3.212168217E-01, 6.946095255E-09, 4.515323879E-11
 7.500000000E-01, 3.267422915E-01, 6.925144014E-09, 4.485162935E-11
 7.500000000E-01, 3.323803544E-01, 6.905319871E-09, 4.456738797E-11
 7.500000000E-01, 3.381333053E-01, 6.886573978E-09, 4.429964381E-11
 7.500000000E-01, 3.440034389E-01, 6.868859259E-09, 4.404755380E-11
 7.500000000E-01, 3.499931395E-01, 6.852129975E-09, 4.381032689E-11
 7.500000000E-01, 3.561049104E-01, 6.836340827E-09, 4.358718594E-11
 7.500000000E-01, 3.623411655E-01, 6.821447851E-09, 4.337740236E-11
 7.500000000E-01, 3.687044978E-01, 6.807409747E-09, 4.318026839E-11
 7.500000000E-01, 3.751974404E-01, 6.794184326E-09, 4.299511094E-11
 7.500000000E-01, 3.818227053E-01, 6.781732509E-09, 4.282128818E-11
 7.500000000E-01, 3.885829151E-01, 6.770015215E-09, 4.265818254E-11
 7.500000000E-01, 3.954808414E-01, 6.758995585E-09, 4.250520422E-11
 7.500000000E-01, 4.025193155E-01, 6.748637205E-09, 4.236179463E-11
 7.500000000E-01, 4.097011983E-01, 6.738906322E-09, 4.222741601E-11
 7.500000000E-01, 4.170293808E-01, 6.729769186E-09, 4.210155835E-11
 7.500000000E-01, 4.245068729E-01, 6.721193824E-09, 4.198373940E-11
 7.500000000E-01, 4.321366847E-01, 6.713149148E-09, 4.187348732E-11
 7.500000000E-01, 4.399219453E-01, 6.705606292E-09, 4.177036841E-11
 7.500000000E-01, 4.478658140E-01, 6.698536836E-09, 4.167395942E-11
 7.500000000E-01, 4.559715390E-01, 6.691913690E-09, 4.158386482E-11
 7.500000000E-01, 4.642423689E-01, 6.685710652E-09, 4.149969951E-11
 7.500000000E-01, 4.726817310E-01, 6.679904185E-09, 4.142110960E-11
 7.500000000E-01, 4.812930226E-01, 6.674469422E-09, 4.134775508E-11
 7.500000000E-01, 4.900797307E-01, 6.669385044E-09, 4.127930983E-11
 7.500000000E-01, 4.990454614E-01, 6.664629293E-09, 4.121546854E-11
 7.500000000E-01, 5.081938505E-01, 6.660182184E-09, 4.115593977E-11
 7.500000000E-01, 5.175286531E-01, 6.656024176E-09, 4.110045290E-11
 7.500000000E-01, 5.270535946E-01, 6.652137063E-09, 4.104874773E-11
 7.500000000E-01, 5.367726088E-01, 6.648503970E-09, 4.100057793E-11
 7.500000000E-01, 5.466895700E-01, 6.645108019E-09, 4.095571451E-11
 7.500000000E-01, 5.568086505E-01, 6.641934114E-09, 4.091393890E-11
 7.500000000E-01, 5.671338439E-01, 6.638967598E-09, 4.087504987E-11
 7.500000000E-01, 5.776693821E-01, 6.636194261E-09, 4.083884966E-11
 7.500000000E-01, 5.884196162E-01, 6.633601668E-09, 4.080515439E-11
 7.500000000E-01, 5.993887782E-01, 6.631176941E-09, 4.077380100E-11
 7.500000000E-01, 6.105814576E-01, 6.628909421E-09, 4.074462295E-11
 7.500000000E-01, 6.220021844E-01, 6.626787119E-09, 4.071747106E-11
 7.500000000E-01, 6.336556077E-01, 6.624800708E-09, 4.069220308E-11
 7.500000000E-01, 6.455463767E-01, 6.622940418E-09, 4.066868717E-11
 7.500000000E-01, 6.576794386E-01, 6.621196924E-09, 4.064679843E-11
 7.500000000E-01, 6.700596809E-01, 6.619561788E-09, 4.062642237E-11
 7.500000000E-01, 6.826921701E-01, 6.618027903E-09, 4.060744796E-11
 7.500000000E-01, 6.955819726E-01, 6.616586834E-09, 4.058977460E-11
 7.500000000E-01, 7.087343931E-01, 6.615231918E-09, 4.057330513E-11
 7.500000000E-01, 7.221547961E-01, 6.613956938E-09, 4.055795283E-11
 7.500000000E-01, 7.358485460E-01, 6.612756120E-09, 4.054363442E-11
 7.500000000E-01, 7.498213649E-01, 6.611622805E-09, 4.053027011E-11
 7.500000000E-01, 7.640787959E-01, 6.610552550E-09, 4.051779051E-11
 7.500000000E-01, 7.786266804E-01, 6.609540470E-09, 4.050612623E-11
 7.500000000E-01, 7.934709787E-01, 6.608581682E-09, 4.049521829E-11
 7.500000000E-01, 8.086177111E-01, 6.607671743E-09, 4.048500424E-11
 7.500000000E-01, 8.240730166E-01, 6.606806657E-09, 4.047543550E-11
 7.500000000E-01, 8.398432136E-01, 6.605982872E-09, 4.046645311E-11
 7.500000000E-01, 8.559346199E-01, 6.605197278E-09, 4.045801888E-11
 7.500000000E-01, 8.723539114E-01, 6.604445879E-09, 4.045008772E-11
 7.500000000E-01, 8.891077042E-01, 6.603726010E-09, 4.044261454E-11
 7.500000000E-01, 9.062028527E-01, 6.603035008E-09, 4.043556809E-11
 7.500000000E-01, 9.236462712E-01, 6.602370206E-09, 4.042891369E-11
 7.500000000E-01, 9.414450526E-01, 6.601728497E-09, 4.042261317E-11
 7.500000000E-01, 9.596064091E-01, 6.601108549E-09, 4.041664226E-11
 7.500000000E-01, 9.781377912E-01, 6.600507252E-09, 4.041097318E-11
 7.500000000E-01, 9.970467687E-01, 6.599922830E-09, 4.040557819E-11
 7.500000000E-01, 1.016340852E+00, 6.599353952E-09, 4.040043647E-11
 7.500000000E-01, 1.036028147E+00, 6.598797953E-09, 4.039552720E-11
 7.500000000E-01, 1.056116462E+00, 6.598253499E-09, 4.039082610E-11
 7.500000000E-01, 1.076614022E+00, 6.597718816E-09, 4.038631929E-11
 7.500000000E-01, 1.097529292E+00, 6.597192570E-09, 4.038198595E-11
 7.500000000E-01, 1.118870497E+00, 6.596673430E-09, 4.037781567E-11
 7.500000000E-01, 1.140646577E+00, 6.596159619E-09, 4.037378765E-11
 7.500000000E-01, 1.162866354E+00, 6.595650248E-09, 4.036989493E-11
 7.500000000E-01, 1.185538769E+00, 6.595144875E-09, 4.036612364E-11
 7.500000000E-01, 1.208673000E+00, 6.594642166E-09, 4.036245643E-11
 7.500000000E-01, 1.232278705E+00, 6.594141233E-09, 4.035889331E-11
 7.500000000E-01, 1.256365180E+00, 6.593642521E-09, 4.035541692E-11
 7.500000000E-01, 1.280942440E+00, 6.593145585E-09, 4.035202034E-11
 7.500000000E-01, 1.306020379E+00, 6.592651314E-09, 4.034869661E-11
 7.500000000E-01, 1.331609249E+00, 6.592159707E-09, 4.034543880E-11
 7.500000000E-01, 1.357719421E+00, 6.591672097E-09, 4.034223997E-11
 7.500000000E-01, 1.384361625E+00, 6.591189372E-09, 4.033908971E-11
 7.500000000E-01, 1.411546588E+00, 6.590712864E-09, 4.033599149E-11
 7.500000000E-01, 1.439285278E+00, 6.590243462E-09, 4.033293144E-11
 7.500000000E-01, 1.467589140E+00, 6.589781609E-09, 4.032990955E-11
 7.500000000E-01, 1.496469736E+00, 6.589328194E-09, 4.032691889E-11
 7.500000000E-01, 1.525938630E+00, 6.588881440E-09, 4.032395598E-11
 7.500000000E-01, 1.556007862E+00, 6.588441348E-09, 4.032101736E-11
 7.500000000E-01, 1.586689711E+00, 6.588005697E-09, 4.031810302E-11
 7.500000000E-01, 1.617996693E+00, 6.587573154E-09, 4.031520257E-11
 7.500000000E-01, 1.649941444E+00, 6.587142387E-09, 4.031231945E-11
 7.500000000E-01, 1.682536960E+00, 6.586712065E-09, 4.030945022E-11
 7.500000000E-01, 1.715796590E+00, 6.586281298E-09, 4.030659140E-11
 7.500000000E-01, 1.749733806E+00, 6.585850088E-09, 4.030374298E-11
 7.500000000E-01, 1.784362435E+00, 6.585417545E-09, 4.030089804E-11
 7.500000000E-01, 1.819696665E+00, 6.584984114E-09, 4.029806003E-11
 7.500000000E-01, 1.855750561E+00, 6.584549350E-09, 4.029522549E-11
 7.500000000E-01, 1.892539144E+00, 6.584113255E-09, 4.029239095E-11
 7.500000000E-01, 1.930077076E+00, 6.583675827E-09, 4.028955988E-11
 7.500000000E-01, 1.968379855E+00, 6.583236623E-09, 4.028672534E-11
 7.500000000E-01, 2.007462978E+00, 6.582795642E-09, 4.028389081E-11
 7.500000000E-01, 2.047342300E+00, 6.582353329E-09, 4.028105280E-11
 7.500000000E-01, 2.088034153E+00, 6.581908796E-09, 4.027821132E-11
 7.500000000E-01, 2.129554987E+00, 6.581462486E-09, 4.027536638E-11
 7.500000000E-01, 2.171921730E+00, 6.581014400E-09, 4.027251449E-11
 7.500000000E-01, 2.215151548E+00, 6.580564538E-09, 4.026965567E-11
 7.500000000E-01, 2.259262085E+00, 6.580112455E-09, 4.026679337E-11
 7.500000000E-01, 2.304271460E+00, 6.579658596E-09, 4.026392414E-11
 7.500000000E-01, 2.350197554E+00, 6.579202072E-09, 4.026104797E-11
 7.500000000E-01, 2.397059441E+00, 6.578744216E-09, 4.025816139E-11
 7.500000000E-01, 2.444876194E+00, 6.578283696E-09, 4.025526787E-11
 7.500000000E-01, 2.493666887E+00, 6.577820955E-09, 4.025236741E-11
 7.500000000E-01, 2.543451548E+00, 6.577356437E-09, 4.024945655E-11
 7.500000000E-01, 2.594250679E+00, 6.576889700E-09, 4.024653874E-11
 7.500000000E-01, 2.646084547E+00, 6.576420297E-09, 4.024361053E-11
 7.500000000E-01, 2.698974609E+00, 6.575949119E-09, 4.024067191E-11
 7.500000000E-01, 2.752942085E+00, 6.575475275E-09, 4.023772288E-11
 7.500000000E-01, 2.808009148E+00, 6.574999656E-09, 4.023476691E-11
 7.500000000E-01, 2.864197969E+00, 6.574521372E-09, 4.023180053E-11
 7.500000000E-01, 2.921531439E+00, 6.574040867E-09, 4.022882374E-11
 7.500000000E-01, 2.980033159E+00, 6.573558586E-09, 4.022583655E-11
 7.500000000E-01, 3.039726734E+00, 6.573073641E-09, 4.022283895E-11
 7.500000000E-01, 3.100636244E+00, 6.572586031E-09, 4.021983094E-11
 7.500000000E-01, 3.162786722E+00, 6.572096645E-09, 4.021681599E-11
 7.500000000E-01, 3.226203680E+00, 6.571604594E-09, 4.021378716E-11
 7.500000000E-01, 3.290912390E+00, 6.571110767E-09, 4.021075140E-11
 7.500000000E-01, 3.356939316E+00, 6.570614275E-09, 4.020770175E-11
 7.500000000E-01, 3.424311638E+00, 6.570115119E-09, 4.020464517E-11
 7.500000000E-01, 3.493056297E+00, 6.569614186E-09, 4.020157818E-11
 7.500000000E-01, 3.563201666E+00, 6.569111033E-09, 4.019850078E-11
 7.500000000E-01, 3.634775877E+00, 6.568605215E-09, 4.019541297E-11
 7.500000000E-01, 3.707808495E+00, 6.568097177E-09, 4.019231475E-11
 7.500000000E-01, 3.782329082E+00, 6.567586919E-09, 4.018920960E-11
 7.500000000E-01, 3.858367682E+00, 6.567074440E-09, 4.018609057E-11
 7.500000000E-01, 3.935955524E+00, 6.566559296E-09, 4.018296459E-11
 7.500000000E-01, 4.015123844E+00, 6.566042376E-09, 4.017982821E-11
 7.500000000E-01, 4.095905304E+00, 6.565522792E-09, 4.017668490E-11
 7.500000000E-01, 4.178332329E+00, 6.565000987E-09, 4.017352770E-11
 7.500000000E-01, 4.262438774E+00, 6.564476962E-09, 4.017036356E-11
 7.500000000E-01, 4.348258972E+00, 6.563950716E-09, 4.016718902E-11
 7.500000000E-01, 4.435827255E+00, 6.563422250E-09, 4.016400754E-11
 7.500000000E-01, 4.525179386E+00, 6.562891119E-09, 4.016081565E-11
 7.500000000E-01, 4.616352081E+00, 6.562358212E-09, 4.015761335E-11
 7.500000000E-01, 4.709382534E+00, 6.561822641E-09, 4.015440411E-11
 7.500000000E-01, 4.804307938E+00, 6.561284849E-09, 4.015118446E-11
 7.500000000E-01, 4.901167393E+00, 6.560746169E-09, 4.014796481E-11
 7.500000000E-01, 5.000000000E+00, 6.560394006E-09, 4.014587621E-11
